Country,Confirmed,Deaths,Recovered,Date
Italy,2.0,0.0,0.0,2020-02-01
Japan,20.0,0.0,1.0,2020-02-01
Russia,2.0,0.0,0.0,2020-02-01
Spain,1.0,0.0,0.0,2020-02-01
US,8.0,0.0,0.0,2020-02-01
Canada,4.0,0.0,0.0,2020-02-02
France,6.0,0.0,0.0,2020-02-02
Germany,10.0,0.0,0.0,2020-02-02
Italy,2.0,0.0,0.0,2020-02-02
Japan,20.0,0.0,1.0,2020-02-02
Russia,2.0,0.0,0.0,2020-02-02
Spain,1.0,0.0,0.0,2020-02-02
US,8.0,0.0,0.0,2020-02-02
Canada,4.0,0.0,0.0,2020-02-03
France,6.0,0.0,0.0,2020-02-03
Germany,12.0,0.0,0.0,2020-02-03
Italy,2.0,0.0,0.0,2020-02-03
Japan,20.0,0.0,1.0,2020-02-03
Russia,2.0,0.0,0.0,2020-02-03
Spain,1.0,0.0,0.0,2020-02-03
US,11.0,0.0,0.0,2020-02-03
Belgium,1.0,0.0,0.0,2020-02-04
Canada,4.0,0.0,0.0,2020-02-04
France,6.0,0.0,0.0,2020-02-04
Germany,12.0,0.0,0.0,2020-02-04
Italy,2.0,0.0,0.0,2020-02-04
Japan,22.0,0.0,1.0,2020-02-04
Russia,2.0,0.0,0.0,2020-02-04
Spain,1.0,0.0,0.0,2020-02-04
US,11.0,0.0,0.0,2020-02-04
Belgium,1.0,0.0,0.0,2020-02-05
Canada,5.0,0.0,0.0,2020-02-05
France,6.0,0.0,0.0,2020-02-05
Germany,12.0,0.0,0.0,2020-02-05
Italy,2.0,0.0,0.0,2020-02-05
Japan,22.0,0.0,1.0,2020-02-05
Russia,2.0,0.0,0.0,2020-02-05
Spain,1.0,0.0,0.0,2020-02-05
US,12.0,0.0,0.0,2020-02-05
Belgium,1.0,0.0,0.0,2020-02-06
Canada,5.0,0.0,0.0,2020-02-06
France,6.0,0.0,0.0,2020-02-06
Germany,12.0,0.0,0.0,2020-02-06
Italy,2.0,0.0,0.0,2020-02-06
Japan,45.0,0.0,1.0,2020-02-06
Russia,2.0,0.0,0.0,2020-02-06
Spain,1.0,0.0,0.0,2020-02-06
US,12.0,0.0,0.0,2020-02-06
Belgium,1.0,0.0,0.0,2020-02-07
Canada,7.0,0.0,0.0,2020-02-07
France,6.0,0.0,0.0,2020-02-07
Germany,13.0,0.0,0.0,2020-02-07
Italy,3.0,0.0,0.0,2020-02-07
Japan,25.0,0.0,1.0,2020-02-07
Russia,2.0,0.0,0.0,2020-02-07
Spain,1.0,0.0,0.0,2020-02-07
US,12.0,0.0,0.0,2020-02-07
Belgium,1.0,0.0,0.0,2020-02-08
Canada,7.0,0.0,0.0,2020-02-08
France,11.0,0.0,0.0,2020-02-08
Germany,13.0,0.0,0.0,2020-02-08
Italy,3.0,0.0,0.0,2020-02-08
Japan,25.0,0.0,1.0,2020-02-08
Russia,2.0,0.0,0.0,2020-02-08
Spain,1.0,0.0,0.0,2020-02-08
US,12.0,0.0,0.0,2020-02-08
Belgium,1.0,0.0,0.0,2020-02-09
Canada,7.0,0.0,0.0,2020-02-09
France,11.0,0.0,0.0,2020-02-09
Germany,14.0,0.0,0.0,2020-02-09
Italy,3.0,0.0,0.0,2020-02-09
Japan,26.0,0.0,1.0,2020-02-09
Russia,2.0,0.0,0.0,2020-02-09
Spain,2.0,0.0,0.0,2020-02-09
US,12.0,0.0,3.0,2020-02-09
Belgium,1.0,0.0,0.0,2020-02-10
Canada,7.0,0.0,0.0,2020-02-10
France,11.0,0.0,0.0,2020-02-10
Germany,14.0,0.0,0.0,2020-02-10
Italy,3.0,0.0,0.0,2020-02-10
Japan,26.0,0.0,4.0,2020-02-10
Russia,2.0,0.0,0.0,2020-02-10
Spain,2.0,0.0,0.0,2020-02-10
US,12.0,0.0,3.0,2020-02-10
Belgium,1.0,0.0,0.0,2020-02-11
Canada,7.0,0.0,0.0,2020-02-11
France,11.0,0.0,0.0,2020-02-11
Germany,16.0,0.0,0.0,2020-02-11
Italy,3.0,0.0,0.0,2020-02-11
Japan,26.0,0.0,9.0,2020-02-11
Russia,2.0,0.0,0.0,2020-02-11
Spain,2.0,0.0,0.0,2020-02-11
US,13.0,0.0,3.0,2020-02-11
Belgium,1.0,0.0,0.0,2020-02-12
Canada,7.0,0.0,1.0,2020-02-12
France,11.0,0.0,2.0,2020-02-12
Germany,16.0,0.0,0.0,2020-02-12
Italy,3.0,0.0,0.0,2020-02-12
Japan,28.0,0.0,9.0,2020-02-12
Russia,2.0,0.0,2.0,2020-02-12
Spain,2.0,0.0,0.0,2020-02-12
US,13.0,0.0,3.0,2020-02-12
Belgium,1.0,0.0,0.0,2020-02-13
Canada,7.0,0.0,1.0,2020-02-13
France,11.0,0.0,2.0,2020-02-13
Germany,16.0,0.0,1.0,2020-02-13
Italy,3.0,0.0,0.0,2020-02-13
Japan,28.0,1.0,9.0,2020-02-13
Russia,2.0,0.0,2.0,2020-02-13
Spain,2.0,0.0,0.0,2020-02-13
US,15.0,0.0,3.0,2020-02-13
Belgium,1.0,0.0,0.0,2020-02-14
Canada,7.0,0.0,1.0,2020-02-14
France,11.0,0.0,2.0,2020-02-14
Germany,16.0,0.0,1.0,2020-02-14
Italy,3.0,0.0,0.0,2020-02-14
Japan,29.0,1.0,9.0,2020-02-14
Russia,2.0,0.0,2.0,2020-02-14
Spain,2.0,0.0,0.0,2020-02-14
US,15.0,0.0,3.0,2020-02-14
Belgium,1.0,0.0,0.0,2020-02-15
Canada,7.0,0.0,1.0,2020-02-15
France,12.0,1.0,4.0,2020-02-15
Germany,16.0,0.0,1.0,2020-02-15
Italy,3.0,0.0,0.0,2020-02-15
Japan,43.0,1.0,12.0,2020-02-15
Russia,2.0,0.0,2.0,2020-02-15
Spain,2.0,0.0,2.0,2020-02-15
US,15.0,0.0,3.0,2020-02-15
Belgium,1.0,0.0,0.0,2020-02-16
Canada,7.0,0.0,1.0,2020-02-16
France,12.0,1.0,4.0,2020-02-16
Germany,16.0,0.0,1.0,2020-02-16
Italy,3.0,0.0,0.0,2020-02-16
Japan,59.0,1.0,12.0,2020-02-16
Russia,2.0,0.0,2.0,2020-02-16
Spain,2.0,0.0,2.0,2020-02-16
US,15.0,0.0,3.0,2020-02-16
Belgium,1.0,0.0,1.0,2020-02-17
Canada,8.0,0.0,1.0,2020-02-17
France,12.0,1.0,4.0,2020-02-17
Germany,16.0,0.0,1.0,2020-02-17
Italy,3.0,0.0,0.0,2020-02-17
Japan,66.0,1.0,12.0,2020-02-17
Russia,2.0,0.0,2.0,2020-02-17
Spain,2.0,0.0,2.0,2020-02-17
US,15.0,0.0,3.0,2020-02-17
Belgium,1.0,0.0,1.0,2020-02-18
Canada,8.0,0.0,1.0,2020-02-18
France,12.0,1.0,4.0,2020-02-18
Germany,16.0,0.0,12.0,2020-02-18
Italy,3.0,0.0,0.0,2020-02-18
Japan,74.0,1.0,13.0,2020-02-18
Russia,2.0,0.0,2.0,2020-02-18
Spain,2.0,0.0,2.0,2020-02-18
US,15.0,0.0,3.0,2020-02-18
Belgium,1.0,0.0,1.0,2020-02-19
Canada,8.0,0.0,1.0,2020-02-19
France,12.0,1.0,4.0,2020-02-19
Germany,16.0,0.0,12.0,2020-02-19
Iran,2.0,2.0,0.0,2020-02-19
Italy,3.0,0.0,0.0,2020-02-19
Japan,84.0,1.0,18.0,2020-02-19
Russia,2.0,0.0,2.0,2020-02-19
Spain,2.0,0.0,2.0,2020-02-19
US,15.0,0.0,3.0,2020-02-19
Belgium,1.0,0.0,1.0,2020-02-20
Canada,8.0,0.0,1.0,2020-02-20
France,12.0,1.0,4.0,2020-02-20
Germany,16.0,0.0,12.0,2020-02-20
Iran,5.0,2.0,0.0,2020-02-20
Italy,3.0,0.0,0.0,2020-02-20
Japan,94.0,1.0,18.0,2020-02-20
Russia,2.0,0.0,2.0,2020-02-20
Spain,2.0,0.0,2.0,2020-02-20
US,15.0,0.0,3.0,2020-02-20
Belgium,1.0,0.0,1.0,2020-02-21
Canada,9.0,0.0,3.0,2020-02-21
France,12.0,1.0,4.0,2020-02-21
Germany,16.0,0.0,14.0,2020-02-21
Iran,18.0,4.0,0.0,2020-02-21
Italy,20.0,1.0,0.0,2020-02-21
Japan,105.0,1.0,22.0,2020-02-21
Russia,2.0,0.0,2.0,2020-02-21
Spain,2.0,0.0,2.0,2020-02-21
US,35.0,0.0,5.0,2020-02-21
Belgium,1.0,0.0,1.0,2020-02-22
Canada,9.0,0.0,3.0,2020-02-22
France,12.0,1.0,4.0,2020-02-22
Germany,16.0,0.0,14.0,2020-02-22
Iran,28.0,5.0,0.0,2020-02-22
Italy,62.0,2.0,1.0,2020-02-22
Japan,122.0,1.0,22.0,2020-02-22
Russia,2.0,0.0,2.0,2020-02-22
Spain,2.0,0.0,2.0,2020-02-22
US,35.0,0.0,5.0,2020-02-22
Belgium,1.0,0.0,1.0,2020-02-23
Canada,9.0,0.0,3.0,2020-02-23
France,12.0,1.0,4.0,2020-02-23
Germany,16.0,0.0,14.0,2020-02-23
Iran,43.0,8.0,0.0,2020-02-23
Italy,155.0,3.0,2.0,2020-02-23
Japan,147.0,1.0,22.0,2020-02-23
Russia,2.0,0.0,2.0,2020-02-23
Spain,2.0,0.0,2.0,2020-02-23
US,35.0,0.0,5.0,2020-02-23
Belgium,1.0,0.0,1.0,2020-02-24
Canada,10.0,0.0,3.0,2020-02-24
France,12.0,1.0,4.0,2020-02-24
Germany,16.0,0.0,14.0,2020-02-24
Iran,61.0,12.0,0.0,2020-02-24
Italy,229.0,7.0,1.0,2020-02-24
Japan,159.0,1.0,22.0,2020-02-24
Russia,2.0,0.0,2.0,2020-02-24
Spain,2.0,0.0,2.0,2020-02-24
US,53.0,0.0,5.0,2020-02-24
Belgium,1.0,0.0,1.0,2020-02-25
Canada,11.0,0.0,3.0,2020-02-25
France,14.0,1.0,11.0,2020-02-25
Germany,17.0,0.0,14.0,2020-02-25
Iran,95.0,16.0,0.0,2020-02-25
Italy,322.0,10.0,1.0,2020-02-25
Japan,170.0,1.0,22.0,2020-02-25
Russia,2.0,0.0,2.0,2020-02-25
Spain,6.0,0.0,2.0,2020-02-25
Switzerland,1.0,0.0,0.0,2020-02-25
US,53.0,0.0,6.0,2020-02-25
Belgium,1.0,0.0,1.0,2020-02-26
Brazil,1.0,0.0,0.0,2020-02-26
Canada,11.0,0.0,3.0,2020-02-26
France,18.0,2.0,11.0,2020-02-26
Germany,27.0,0.0,15.0,2020-02-26
Iran,139.0,19.0,49.0,2020-02-26
Italy,453.0,12.0,3.0,2020-02-26
Japan,189.0,2.0,22.0,2020-02-26
Russia,2.0,0.0,2.0,2020-02-26
Spain,13.0,0.0,2.0,2020-02-26
Switzerland,1.0,0.0,0.0,2020-02-26
US,59.0,0.0,6.0,2020-02-26
Belgium,1.0,0.0,1.0,2020-02-27
Brazil,1.0,0.0,0.0,2020-02-27
Canada,13.0,0.0,6.0,2020-02-27
France,38.0,2.0,11.0,2020-02-27
Germany,46.0,0.0,16.0,2020-02-27
Iran,245.0,26.0,49.0,2020-02-27
Italy,655.0,17.0,45.0,2020-02-27
Japan,214.0,4.0,22.0,2020-02-27
Netherlands,1.0,0.0,0.0,2020-02-27
Russia,2.0,0.0,2.0,2020-02-27
Spain,15.0,0.0,2.0,2020-02-27
Switzerland,8.0,0.0,0.0,2020-02-27
US,60.0,0.0,6.0,2020-02-27
Belarus,1.0,0.0,0.0,2020-02-28
Belgium,1.0,0.0,1.0,2020-02-28
Brazil,1.0,0.0,0.0,2020-02-28
Canada,14.0,0.0,6.0,2020-02-28
France,57.0,2.0,11.0,2020-02-28
Germany,48.0,0.0,16.0,2020-02-28
Iran,388.0,34.0,73.0,2020-02-28
Italy,888.0,21.0,46.0,2020-02-28
Japan,228.0,4.0,22.0,2020-02-28
Netherlands,1.0,0.0,0.0,2020-02-28
Russia,2.0,0.0,2.0,2020-02-28
Spain,32.0,0.0,2.0,2020-02-28
Switzerland,8.0,0.0,0.0,2020-02-28
US,62.0,0.0,7.0,2020-02-28
Belarus,1.0,0.0,0.0,2020-02-29
Belgium,1.0,0.0,1.0,2020-02-29
Brazil,2.0,0.0,0.0,2020-02-29
Canada,20.0,0.0,6.0,2020-02-29
France,100.0,2.0,12.0,2020-02-29
Germany,79.0,0.0,16.0,2020-02-29
Iran,593.0,43.0,123.0,2020-02-29
Italy,1128.0,29.0,46.0,2020-02-29
Japan,241.0,5.0,32.0,2020-02-29
Netherlands,6.0,0.0,0.0,2020-02-29
Russia,2.0,0.0,2.0,2020-02-29
Spain,45.0,0.0,2.0,2020-02-29
Switzerland,18.0,0.0,0.0,2020-02-29
US,70.0,1.0,7.0,2020-02-29
Belarus,1.0,0.0,0.0,2020-03-01
Belgium,2.0,0.0,1.0,2020-03-01
Brazil,2.0,0.0,0.0,2020-03-01
Canada,24.0,0.0,6.0,2020-03-01
France,130.0,2.0,12.0,2020-03-01
Germany,130.0,0.0,16.0,2020-03-01
Iran,978.0,54.0,175.0,2020-03-01
Italy,1694.0,34.0,83.0,2020-03-01
Japan,256.0,6.0,32.0,2020-03-01
Netherlands,10.0,0.0,0.0,2020-03-01
Russia,2.0,0.0,2.0,2020-03-01
Spain,84.0,0.0,2.0,2020-03-01
Switzerland,27.0,0.0,0.0,2020-03-01
US,76.0,1.0,7.0,2020-03-01
Belarus,1.0,0.0,0.0,2020-03-02
Belgium,8.0,0.0,1.0,2020-03-02
Brazil,2.0,0.0,0.0,2020-03-02
Canada,27.0,0.0,6.0,2020-03-02
France,191.0,3.0,12.0,2020-03-02
Germany,159.0,0.0,16.0,2020-03-02
Iran,1501.0,66.0,291.0,2020-03-02
Italy,2036.0,52.0,149.0,2020-03-02
Japan,274.0,6.0,32.0,2020-03-02
Netherlands,18.0,0.0,0.0,2020-03-02
Russia,3.0,0.0,2.0,2020-03-02
Spain,120.0,0.0,2.0,2020-03-02
Switzerland,42.0,0.0,0.0,2020-03-02
US,101.0,6.0,7.0,2020-03-02
Belarus,1.0,0.0,0.0,2020-03-03
Belgium,13.0,0.0,1.0,2020-03-03
Brazil,2.0,0.0,0.0,2020-03-03
Canada,30.0,0.0,6.0,2020-03-03
France,212.0,4.0,12.0,2020-03-03
Germany,196.0,0.0,16.0,2020-03-03
Iran,2336.0,77.0,291.0,2020-03-03
Italy,2502.0,79.0,160.0,2020-03-03
Japan,293.0,6.0,43.0,2020-03-03
Netherlands,24.0,0.0,0.0,2020-03-03
Russia,3.0,0.0,2.0,2020-03-03
Spain,165.0,1.0,2.0,2020-03-03
Switzerland,56.0,0.0,2.0,2020-03-03
US,122.0,7.0,8.0,2020-03-03
Belarus,6.0,0.0,0.0,2020-03-04
Belgium,23.0,0.0,1.0,2020-03-04
Brazil,4.0,0.0,0.0,2020-03-04
Canada,33.0,0.0,6.0,2020-03-04
France,285.0,4.0,12.0,2020-03-04
Germany,262.0,0.0,16.0,2020-03-04
Iran,2922.0,92.0,552.0,2020-03-04
Italy,3089.0,107.0,276.0,2020-03-04
Japan,331.0,6.0,43.0,2020-03-04
Netherlands,38.0,0.0,0.0,2020-03-04
Russia,3.0,0.0,2.0,2020-03-04
Spain,222.0,2.0,2.0,2020-03-04
Switzerland,90.0,0.0,3.0,2020-03-04
US,153.0,11.0,8.0,2020-03-04
Belarus,6.0,0.0,0.0,2020-03-05
Belgium,50.0,0.0,1.0,2020-03-05
Brazil,4.0,0.0,0.0,2020-03-05
Canada,37.0,0.0,6.0,2020-03-05
France,423.0,7.0,12.0,2020-03-05
Germany,482.0,0.0,16.0,2020-03-05
Iran,3513.0,107.0,739.0,2020-03-05
Italy,3858.0,148.0,414.0,2020-03-05
Japan,360.0,6.0,43.0,2020-03-05
Netherlands,82.0,0.0,0.0,2020-03-05
Russia,4.0,0.0,2.0,2020-03-05
Spain,259.0,3.0,2.0,2020-03-05
Switzerland,114.0,1.0,3.0,2020-03-05
US,221.0,12.0,8.0,2020-03-05
Belarus,6.0,0.0,0.0,2020-03-06
Belgium,109.0,0.0,1.0,2020-03-06
Brazil,13.0,0.0,0.0,2020-03-06
Canada,49.0,0.0,6.0,2020-03-06
France,613.0,9.0,12.0,2020-03-06
Germany,670.0,0.0,17.0,2020-03-06
Iran,4747.0,124.0,913.0,2020-03-06
Italy,4636.0,197.0,523.0,2020-03-06
Japan,420.0,6.0,46.0,2020-03-06
Netherlands,128.0,1.0,0.0,2020-03-06
Russia,13.0,0.0,2.0,2020-03-06
Spain,400.0,5.0,2.0,2020-03-06
Switzerland,214.0,1.0,3.0,2020-03-06
US,278.0,14.0,8.0,2020-03-06
Belarus,6.0,0.0,0.0,2020-03-07
Belgium,169.0,0.0,1.0,2020-03-07
Brazil,13.0,0.0,0.0,2020-03-07
Canada,54.0,0.0,8.0,2020-03-07
France,938.0,16.0,12.0,2020-03-07
Germany,799.0,0.0,18.0,2020-03-07
Iran,5823.0,145.0,1669.0,2020-03-07
Italy,5883.0,233.0,589.0,2020-03-07
Japan,461.0,6.0,76.0,2020-03-07
Netherlands,188.0,1.0,0.0,2020-03-07
Russia,13.0,0.0,2.0,2020-03-07
Spain,500.0,10.0,30.0,2020-03-07
Switzerland,268.0,1.0,3.0,2020-03-07
US,417.0,17.0,8.0,2020-03-07
Belarus,6.0,0.0,0.0,2020-03-08
Belgium,200.0,0.0,1.0,2020-03-08
Brazil,20.0,0.0,0.0,2020-03-08
Canada,64.0,0.0,8.0,2020-03-08
France,1115.0,19.0,12.0,2020-03-08
Germany,1040.0,0.0,18.0,2020-03-08
Iran,6566.0,194.0,2134.0,2020-03-08
Italy,7375.0,366.0,622.0,2020-03-08
Japan,502.0,6.0,76.0,2020-03-08
Netherlands,265.0,3.0,0.0,2020-03-08
Russia,17.0,0.0,3.0,2020-03-08
Spain,673.0,17.0,30.0,2020-03-08
Switzerland,337.0,2.0,3.0,2020-03-08
US,537.0,21.0,8.0,2020-03-08
Belarus,6.0,0.0,1.0,2020-03-09
Belgium,239.0,0.0,1.0,2020-03-09
Brazil,25.0,0.0,0.0,2020-03-09
Canada,76.0,1.0,8.0,2020-03-09
France,1401.0,25.0,12.0,2020-03-09
Germany,1176.0,2.0,18.0,2020-03-09
Iran,7161.0,237.0,2394.0,2020-03-09
Italy,9172.0,463.0,724.0,2020-03-09
Japan,511.0,17.0,76.0,2020-03-09
Netherlands,321.0,3.0,0.0,2020-03-09
Russia,17.0,0.0,3.0,2020-03-09
Spain,1073.0,28.0,32.0,2020-03-09
Switzerland,374.0,2.0,3.0,2020-03-09
US,605.0,22.0,8.0,2020-03-09
Belarus,9.0,0.0,3.0,2020-03-10
Belgium,267.0,0.0,1.0,2020-03-10
Brazil,31.0,0.0,0.0,2020-03-10
Canada,79.0,1.0,8.0,2020-03-10
France,1773.0,33.0,12.0,2020-03-10
Germany,1457.0,2.0,18.0,2020-03-10
Italy,10149.0,631.0,724.0,2020-03-10
Japan,581.0,10.0,101.0,2020-03-10
Netherlands,382.0,4.0,0.0,2020-03-10
Spain,1695.0,35.0,32.0,2020-03-10
Switzerland,491.0,3.0,3.0,2020-03-10
US,959.0,28.0,8.0,2020-03-10
Belarus,9.0,0.0,3.0,2020-03-11
Belgium,314.0,3.0,1.0,2020-03-11
Brazil,38.0,0.0,0.0,2020-03-11
Canada,108.0,1.0,8.0,2020-03-11
China,80921.0,3161.0,61644.0,2020-03-11
France,2284.0,48.0,12.0,2020-03-11
Germany,1908.0,3.0,25.0,2020-03-11
Iran,9000.0,354.0,2959.0,2020-03-11
Italy,12462.0,827.0,1045.0,2020-03-11
Japan,639.0,15.0,118.0,2020-03-11
Netherlands,503.0,5.0,0.0,2020-03-11
Russia,20.0,0.0,3.0,2020-03-11
Spain,2277.0,54.0,183.0,2020-03-11
Switzerland,652.0,4.0,4.0,2020-03-11
Turkey,1.0,0.0,0.0,2020-03-11
US,1281.0,36.0,8.0,2020-03-11
United Kingdom,459.0,8.0,19.0,2020-03-11
Belarus,12.0,0.0,3.0,2020-03-12
Belgium,314.0,3.0,1.0,2020-03-12
Brazil,52.0,0.0,0.0,2020-03-12
Canada,117.0,1.0,8.0,2020-03-12
China,80932.0,3172.0,62901.0,2020-03-12
France,2284.0,48.0,12.0,2020-03-12
Germany,2078.0,3.0,25.0,2020-03-12
Iran,10075.0,429.0,2959.0,2020-03-12
Italy,12462.0,827.0,1045.0,2020-03-12
Japan,639.0,16.0,118.0,2020-03-12
Netherlands,503.0,5.0,0.0,2020-03-12
Russia,28.0,0.0,3.0,2020-03-12
Spain,2277.0,55.0,183.0,2020-03-12
Switzerland,652.0,4.0,4.0,2020-03-12
Turkey,1.0,0.0,0.0,2020-03-12
US,1663.0,40.0,12.0,2020-03-12
United Kingdom,459.0,8.0,19.0,2020-03-12
Belarus,27.0,0.0,3.0,2020-03-13
Belgium,559.0,3.0,1.0,2020-03-13
Brazil,151.0,0.0,0.0,2020-03-13
Canada,193.0,1.0,8.0,2020-03-13
China,80945.0,3180.0,64196.0,2020-03-13
France,3667.0,79.0,12.0,2020-03-13
Germany,3675.0,7.0,46.0,2020-03-13
Iran,11364.0,514.0,2959.0,2020-03-13
Italy,17660.0,1266.0,1439.0,2020-03-13
Japan,701.0,19.0,118.0,2020-03-13
Netherlands,804.0,10.0,0.0,2020-03-13
Russia,45.0,0.0,3.0,2020-03-13
Spain,5232.0,133.0,193.0,2020-03-13
Switzerland,1139.0,11.0,4.0,2020-03-13
Turkey,5.0,0.0,0.0,2020-03-13
US,2179.0,47.0,12.0,2020-03-13
United Kingdom,801.0,8.0,19.0,2020-03-13
Belarus,27.0,0.0,3.0,2020-03-14
Belgium,689.0,4.0,1.0,2020-03-14
Brazil,151.0,0.0,0.0,2020-03-14
Canada,196.0,1.0,8.0,2020-03-14
China,80977.0,3193.0,65660.0,2020-03-14
France,4480.0,91.0,12.0,2020-03-14
Germany,4585.0,9.0,46.0,2020-03-14
Iran,12729.0,611.0,2959.0,2020-03-14
Italy,21157.0,1441.0,1966.0,2020-03-14
Japan,773.0,22.0,118.0,2020-03-14
Netherlands,959.0,12.0,2.0,2020-03-14
Russia,59.0,0.0,8.0,2020-03-14
Spain,6391.0,195.0,517.0,2020-03-14
Switzerland,1359.0,13.0,4.0,2020-03-14
Turkey,5.0,0.0,0.0,2020-03-14
US,2726.0,54.0,12.0,2020-03-14
United Kingdom,1143.0,21.0,19.0,2020-03-14
Belarus,27.0,0.0,3.0,2020-03-15
Belgium,886.0,4.0,1.0,2020-03-15
Brazil,162.0,0.0,0.0,2020-03-15
Canada,250.0,1.0,8.0,2020-03-15
China,81003.0,3203.0,67017.0,2020-03-15
France,4513.0,91.0,12.0,2020-03-15
Germany,5795.0,11.0,46.0,2020-03-15
Iran,13938.0,724.0,4590.0,2020-03-15
Italy,24747.0,1809.0,2335.0,2020-03-15
Japan,839.0,22.0,118.0,2020-03-15
Netherlands,1135.0,20.0,2.0,2020-03-15
Russia,63.0,0.0,8.0,2020-03-15
Spain,7798.0,289.0,517.0,2020-03-15
Switzerland,2200.0,14.0,4.0,2020-03-15
Turkey,6.0,0.0,0.0,2020-03-15
US,3499.0,63.0,12.0,2020-03-15
United Kingdom,1144.0,21.0,19.0,2020-03-15
Uzbekistan,1.0,0.0,0.0,2020-03-15
Belarus,36.0,0.0,3.0,2020-03-16
Belgium,1058.0,5.0,1.0,2020-03-16
Brazil,200.0,0.0,1.0,2020-03-16
Canada,415.0,4.0,9.0,2020-03-16
China,81033.0,3217.0,67910.0,2020-03-16
France,6650.0,148.0,12.0,2020-03-16
Germany,7272.0,17.0,67.0,2020-03-16
Iran,14991.0,853.0,4590.0,2020-03-16
Italy,27980.0,2158.0,2749.0,2020-03-16
Japan,825.0,27.0,144.0,2020-03-16
Netherlands,1414.0,24.0,2.0,2020-03-16
Russia,90.0,0.0,8.0,2020-03-16
Spain,9942.0,342.0,530.0,2020-03-16
Switzerland,2200.0,14.0,4.0,2020-03-16
Turkey,18.0,0.0,0.0,2020-03-16
US,4632.0,85.0,17.0,2020-03-16
United Kingdom,1551.0,56.0,21.0,2020-03-16
Uzbekistan,6.0,0.0,0.0,2020-03-16
Belarus,36.0,0.0,3.0,2020-03-17
Belgium,1243.0,10.0,1.0,2020-03-17
Brazil,321.0,1.0,2.0,2020-03-17
Canada,478.0,6.0,9.0,2020-03-17
China,81058.0,3230.0,68798.0,2020-03-17
France,7683.0,148.0,12.0,2020-03-17
Germany,9257.0,24.0,67.0,2020-03-17
Iran,16169.0,988.0,5389.0,2020-03-17
Italy,31506.0,2503.0,2941.0,2020-03-17
Japan,878.0,29.0,144.0,2020-03-17
Netherlands,1708.0,43.0,2.0,2020-03-17
Russia,114.0,0.0,8.0,2020-03-17
Spain,11748.0,533.0,1028.0,2020-03-17
Switzerland,2700.0,27.0,4.0,2020-03-17
Turkey,47.0,1.0,0.0,2020-03-17
US,6421.0,108.0,17.0,2020-03-17
United Kingdom,1960.0,56.0,53.0,2020-03-17
Uzbekistan,10.0,0.0,0.0,2020-03-17
Belarus,51.0,0.0,5.0,2020-03-18
Belgium,1486.0,14.0,31.0,2020-03-18
Brazil,372.0,3.0,2.0,2020-03-18
Canada,657.0,11.0,9.0,2020-03-18
China,81102.0,3241.0,69755.0,2020-03-18
France,9052.0,148.0,12.0,2020-03-18
Germany,12327.0,28.0,105.0,2020-03-18
Iran,17361.0,1135.0,5389.0,2020-03-18
Italy,35713.0,2978.0,4025.0,2020-03-18
Japan,889.0,29.0,144.0,2020-03-18
Netherlands,2056.0,58.0,2.0,2020-03-18
Russia,147.0,0.0,8.0,2020-03-18
Spain,13910.0,623.0,1081.0,2020-03-18
Switzerland,3028.0,28.0,15.0,2020-03-18
Turkey,98.0,1.0,0.0,2020-03-18
US,7786.0,118.0,106.0,2020-03-18
United Kingdom,2642.0,72.0,67.0,2020-03-18
